Financial Instrument,Coupon,Maturity,Ratings,Issuer Debt/Equity,Issue Date,Time-To-Maturity (TTM),Payment Frequency,Ask,Ask Yield,Duration %  ,Convexity,Bid,
MS CORP CD 61768E6H1,5.1,Jan05'26,,,Jul 03 '24,1.45,Semi-Annual,100.830,4.5,1.8764535188674927,0.036012496799230576,100.146,
GS CORP CD 38150VRH4,4.0,Jan09'26,,,Jan 09 '24,1.46,Semi-Annual,98.922,4.758900000000001,1.4364266395568848,0.020869771018624306,98.673,
ATUNBK CORP CD 04911LAP8,4.35,Jan12'26,,,Jan 12 '24,1.47,Semi-Annual,99.280,4.861000000000001,1.4422298669815063,0.0210555549710989,99.155,
MS CORP CD 61768E6Q1,4.9,Jan12'26,,,Jul 10 '24,1.47,Semi-Annual,100.274,4.703,1.8982126712799072,0.03680725768208504,99.877,
OPTUMB CORP CD 68405VCC1,4.9,Jan12'26,,,Jul 10 '24,1.47,Semi-Annual,100.200,4.755,1.8981982469558716,0.036806877702474594,99.880,
MS CORP CD 61690DTR9,4.9,Jan12'26,,,Jul 10 '24,1.47,Semi-Annual,100.143,4.7831,1.8981859683990479,0.03680655360221863,99.877,
FBC CORP CD 33847GJW3,5.0,Jan12'26,,,Jul 11 '24,1.47,Semi-Annual,100.175,4.872,1.8995603322982788,0.03687290847301483,99.898,
C CORP CD 17312Q2C2,3.4,Jan16'26,,,Jan 16 '19,1.48,Semi-Annual,98.087,4.7416,1.4597901105880737,0.021513717249035835,97.821,
BACR CORP CD 06740KSP3,4.9,Jan16'26,,,Jul 17 '24,1.48,Semi-Annual,100.100,4.828,1.452195167541504,0.02137269265949726,99.888,
SALLMA CORP CD 795451CR2,4.4,Jan20'26,,,Jan 18 '23,1.49,Semi-Annual,99.641,4.639,1.926815152168274,0.03783169016242027,99.178,
MTB CORP CD 564759RR1,4.25,Jan20'26,,,Jan 20 '23,1.49,Semi-Annual,99.401,4.6577,1.4648475646972656,0.021707646548748016,98.869,
WFC CORP CD 949764KT0,4.4,Jan20'26,,,Jan 17 '24,1.49,Monthly,99.426,4.7869,1.5174052715301514,0.023527471348643303,99.216,
MS CORP CD 61690DTW8,4.9,Jan20'26,,,Jul 17 '24,1.49,Semi-Annual,100.215,4.7351,1.917376160621643,0.037538621574640274,99.838,
MS CORP CD 61768E7G2,4.9,Jan20'26,,,Jul 17 '24,1.49,Semi-Annual,100.213,4.7490000000000006,1.9173868894577026,0.037538908421993256,99.893,
BAC CORP CD 06051V7F7,4.3,Jan26'26,,,Jan 24 '24,1.51,Semi-Annual,99.278,4.7898000000000005,1.8993282318115234,0.03753156214952469,99.045,
MS CORP CD 61690DUH9,4.8,Jan26'26,,,Jul 24 '24,1.51,Semi-Annual,99.998,4.801,,,,
WFC CORP CD 949764LH5,4.45,Jan30'26,,,Jan 30 '24,1.52,Monthly,99.704,4.652,1.4675599336624146,0.02204454131424427,99.282,
UBS CORP CD 90355GAY2,4.25,Feb02'26,,,Feb 01 '23,1.53,Monthly,99.350,4.6755,1.5531069040298462,0.024689815938472748,98.948,
MS CORP CD 61690UY20,4.25,Feb02'26,,,Feb 02 '23,1.53,Semi-Annual,99.233,4.7678,1.4655169248580933,0.022165458649396896,98.923,
MS CORP CD 61768ENY5,4.25,Feb02'26,,,Feb 02 '23,1.53,Semi-Annual,99.241,4.762300000000001,1.465518832206726,0.022165492177009583,98.923,
WFC CORP CD 949764LN2,4.5,Feb06'26,,,Feb 06 '24,1.54,Monthly,99.688,4.71,1.4861910343170166,0.022599954158067703,99.353,
MS CORP CD 61690UY61,4.25,Feb09'26,,,Feb 09 '23,1.55,Semi-Annual,99.232,4.7617,1.4847056865692139,0.022731440141797066,98.915,
MS CORP CD 61768EPD9,4.25,Feb09'26,,,Feb 09 '23,1.55,Semi-Annual,99.310,4.715,1.4847341775894165,0.022731950506567955,98.961,
UBS CORP CD 90355GBC9,4.2,Feb09'26,,,Feb 08 '23,1.55,Monthly,99.088,4.813000000000001,1.57286536693573,0.02530178800225258,98.878,
FRSTFD CORP CD 32026UV86,4.95,Feb09'26,,,Aug 09 '23,1.55,Semi-Annual,100.001,4.953,1.4755072593688965,0.022554831579327583,99.999,
MS CORP CD 61768EP31,4.45,Feb09'26,,,Feb 07 '24,1.55,Semi-Annual,99.527,4.7617,1.934425950050354,0.03891954571008682,99.207,
MS CORP CD 61690DKR8,4.45,Feb09'26,,,Feb 07 '24,1.55,Semi-Annual,99.703,4.649,1.9345118999481201,0.038921602070331573,99.256,
C CORP CD 17312Q2W8,3.2,Feb17'26,,,Feb 15 '19,1.57,Semi-Annual,97.520,4.861000000000001,1.5154730081558228,0.023502005264163017,97.424,
COUBNK CORP CD 222297CE1,4.1,Feb17'26,,,Feb 15 '23,1.57,Monthly,99.173,4.647,1.5933092832565308,0.0259365476667881,98.754,
UBS CORP CD 90355GBE5,4.2,Feb17'26,,,Feb 15 '23,1.57,Monthly,99.230,4.71,1.5920782089233398,0.02590947039425373,98.872,
SBNY CORP CD 82669GHQ0,4.2,Feb17'26,,13.372034015341347,Feb 16 '23,1.57,Semi-Annual,99.260,4.691,1.9646048545837402,0.04002394527196884,98.789,
MS CORP CD 61690DKV9,4.5,Feb17'26,,,Feb 14 '24,1.57,Semi-Annual,99.591,4.764200000000001,1.9525247812271118,0.03963702544569969,99.276,
NEIFCU CORP CD 64017ABL7,4.8,Feb17'26,NoMD,NoMD,Feb 16 '24,1.57,Monthly,NoMD,NoMD,NoMD,NoMD,NoMD,
MS CORP CD 61690UZ60,4.35,Feb23'26,,,Feb 23 '23,1.59,Semi-Annual,99.374,4.7546,1.5217465162277222,0.0238588135689497,99.049,
MS CORP CD 61768EPK3,4.35,Feb23'26,,,Feb 23 '23,1.59,Semi-Annual,99.274,4.8260000000000005,1.521731972694397,0.023858539760112762,99.085,
MS CORP CD 61768EQ97,4.65,Feb23'26,,,Feb 21 '24,1.59,Semi-Annual,99.934,4.689,1.9685301780700684,0.04030556604266167,99.554,
WAFD CORP CD 938828CH1,4.2,Feb27'26,NoMD,NoMD,Feb 28 '23,1.60,Monthly,NoMD,NoMD,NoMD,NoMD,NoMD,
WFC CORP CD 949764MK7,4.75,Feb27'26,,,Feb 27 '24,1.60,Monthly,99.953,4.781000000000001,1.5334017276763916,0.024140220135450363,99.724,
FBC CORP CD 33847GEH1,4.75,Feb27'26,,,Feb 28 '24,1.60,Semi-Annual,100.087,4.687,1.5301790237426758,0.024171007797122,99.607,
MS CORP CD 61768EPW7,4.5,Mar02'26,,,Mar 02 '23,1.61,Semi-Annual,99.773,4.642,1.5472166538238525,0.024660535156726837,99.307,
MS CORP CD 61690DLN6,4.7,Mar02'26,,,Feb 28 '24,1.61,Semi-Annual,100.012,4.687,1.9866201877593994,0.041035089641809464,99.571,
BMW CORP CD 05580AV92,4.55,Mar03'26,,,Mar 03 '23,1.61,Semi-Annual,99.840,4.648000000000001,1.5492993593215942,0.024731872603297234,99.405,
MS CORP CD 61690DLU0,4.8,Mar06'26,,,Mar 06 '24,1.62,Semi-Annual,100.167,4.6850000000000005,1.554213523864746,0.024918733164668083,99.765,
MS CORP CD 61768ES79,4.8,Mar06'26,,,Mar 06 '24,1.62,Semi-Annual,100.055,4.760400000000001,1.5541765689849854,0.02491801232099533,99.724,
FBC CORP CD 33847GEN8,4.8,Mar06'26,,,Mar 06 '24,1.62,Semi-Annual,100.167,4.6850000000000005,1.5541925430297852,0.024918323382735252,99.678,
C CORP CD 17312Q3E7,3.15,Mar09'26,,,Mar 08 '19,1.63,Semi-Annual,97.619,4.684,2.38385009765625,0.05884300172328949,97.249,
MS CORP CD 61690U2N9,4.75,Mar09'26,,,Mar 09 '23,1.63,Semi-Annual,99.992,4.7512,1.563061237335205,0.025188058614730835,99.648,
WESCPL CORP CD 66736ACB3,4.55,Mar10'26,,,Mar 10 '23,1.63,Monthly,99.856,4.642,1.5741938352584839,0.025384120643138885,99.418,
WFC CORP CD 949764MX9,4.7,Mar12'26,,,Mar 12 '24,1.63,Monthly,100.092,4.641,1.5778928995132446,0.025518016889691353,99.650,
FBC CORP CD 33847GEV0,4.8,Mar12'26,,,Mar 12 '24,1.63,Semi-Annual,100.171,4.683,1.5706382989883423,0.02543213590979576,99.674,
MS CORP CD 61768ET94,4.8,Mar13'26,,,Mar 13 '24,1.64,Semi-Annual,100.061,4.756600000000001,1.5733654499053955,0.0255180224776268,99.726,
COF CORP CD 14042TEN3,1.9,Mar16'26,,,Mar 16 '22,1.65,Semi-Annual,95.554,4.7417,1.621766448020935,0.0266322810202837,95.264,
MS CORP CD 61690U3E8,4.95,Mar16'26,,,Mar 16 '23,1.65,Semi-Annual,100.298,4.755,1.579633116722107,0.025735797360539436,99.960,
BMW CORP CD 05580A3G7,5.0,Mar16'26,,,Sep 15 '23,1.65,Semi-Annual,100.303,4.798,2.3240199089050293,0.056960899382829666,100.109,
BMW CORP CD 05580AW91,4.95,Mar17'26,,,Mar 17 '23,1.65,Semi-Annual,100.343,4.7266,1.582392692565918,0.025822825729846954,99.992,
C CORP CD 17312Q3N7,3.1,Mar20'26,,,Mar 20 '19,1.66,Semi-Annual,97.263,4.8381,1.6155458688735962,0.026619642972946167,97.155,
FBC CORP CD 33847GFG2,4.85,Mar20'26,,,Mar 20 '24,1.66,Semi-Annual,100.255,4.680000000000001,1.5919121503829956,0.026111572980880737,99.748,
GS CORP CD 38149M3Q4,1.9,Mar23'26,,,Mar 23 '22,1.66,Semi-Annual,95.493,4.746,1.640952229499817,0.027258161455392838,95.263,
COF CORP CD 14042TET0,2.2,Mar23'26,,,Mar 23 '22,1.66,Semi-Annual,95.980,4.7403,1.6365817785263062,0.027163492515683174,95.688,
MS CORP CD 61768EQZ9,5.0,Mar23'26,,,Mar 23 '23,1.66,Semi-Annual,100.414,4.73,1.598191261291504,0.026331888511776924,100.095,
MS CORP CD 61690U3G3,5.0,Mar23'26,,,Mar 23 '23,1.66,Semi-Annual,100.563,4.636,1.5982273817062378,0.02633262611925602,100.095,
LIFEBK CORP CD 69478QHL7,4.85,Mar23'26,,,Mar 22 '24,1.66,Semi-Annual,100.325,4.6370000000000005,,,99.887,
NCBKPA CORP CD 23204HNP9,5.05,Mar24'26,,,Mar 24 '23,1.67,Semi-Annual,100.500,4.7296000000000005,1.6002578735351562,0.02640494704246521,100.064,
MS CORP CD 61768EV67,4.85,Mar27'26,,,Mar 27 '24,1.68,Semi-Annual,100.152,4.7498000000000005,1.611088752746582,0.026725811883807182,99.811,
MS CORP CD 61690DMZ8,4.85,Mar27'26,,,Mar 27 '24,1.68,Semi-Annual,100.261,4.678,1.6111245155334473,0.026726549491286278,99.854,
FBC CORP CD 33847GFS6,4.85,Mar27'26,,,Mar 27 '24,1.68,Semi-Annual,100.261,4.678,1.6110988855361938,0.026726020500063896,99.745,
SYF CORP CD 87165EY92,5.0,Mar30'26,,,Mar 29 '23,1.68,Semi-Annual,100.560,4.6455,2.350950002670288,0.05822790041565895,100.129,
AXP CORP CD 02589AER9,4.95,Mar30'26,,,Mar 29 '23,1.68,Semi-Annual,100.290,4.76,2.3252899646759033,0.05700169876217842,100.050,
MS CORP CD 61768ERF2,4.9,Mar30'26,,,Mar 30 '23,1.68,Semi-Annual,100.310,4.698,1.6186915636062622,0.02697768621146679,99.937,
MS CORP CD 61690U3N8,4.9,Mar30'26,,,Mar 30 '23,1.68,Semi-Annual,100.281,4.7196,1.6186739206314087,0.02697731740772724,99.891,
NCBKPA CORP CD 23204HNV6,5.0,Mar31'26,NoMD,NoMD,Mar 31 '23,1.69,Semi-Annual,100.306,4.8042,1.6173217296600342,0.026947572827339172,99.985,
C CORP CD 17312Q3S6,3.05,Apr02'26,,,Apr 02 '19,1.69,Semi-Annual,97.137,4.831300000000001,1.6491323709487915,0.02770843170583248,97.028,
MS CORP CD 61690U3X6,4.8,Apr06'26,,,Apr 06 '23,1.70,Semi-Annual,100.077,4.748,1.6364141702651978,0.02754131518304348,99.736,
MS CORP CD 61768ERK1,4.8,Apr06'26,,,Apr 06 '23,1.70,Semi-Annual,99.979,4.804,1.636391520500183,0.027540838345885277,99.736,
MS CORP CD 61768EY72,4.8,Apr10'26,,,Apr 10 '24,1.71,Semi-Annual,100.089,4.7409,1.6473793983459473,0.027901314198970795,99.738,
COF CORP CD 14042TFH5,2.65,Apr13'26,,,Apr 13 '22,1.72,Semi-Annual,96.577,4.739,1.6849347352981567,0.028840409591794014,96.297,
MS CORP CD 61768ERT2,4.55,Apr13'26,,,Apr 13 '23,1.72,Semi-Annual,99.821,4.6553,1.6589219570159912,0.0282483771443367,99.335,
BMW CORP CD 05580A6W9,4.75,Apr13'26,,,Apr 12 '24,1.72,Semi-Annual,100.050,4.711,2.1089253425598145,0.046056438237428665,99.741,
BPOP CORP CD 73317ABZ4,4.5,Apr16'26,,,Apr 19 '23,1.73,Quarterly,99.785,4.63,1.6837983131408691,0.028943445533514023,99.337,
MS CORP CD 61690DPD4,4.9,Apr17'26,,,Apr 17 '24,1.73,Semi-Annual,100.262,4.7361,1.6652612686157227,0.028507063165307045,99.904,
MS CORP CD 61768E2B8,4.9,Apr17'26,,,Apr 17 '24,1.73,Semi-Annual,100.259,4.737900000000001,1.665260672569275,0.028507046401500702,99.904,
MS CORP CD 61768ESD6,4.55,Apr20'26,,,Apr 20 '23,1.74,Semi-Annual,99.786,4.672000000000001,1.6781010627746582,0.028888370841741562,99.334,
BMW CORP CD 05580A7D0,4.9,Apr20'26,,,Apr 19 '24,1.74,Semi-Annual,100.187,4.7780000000000005,2.1248602867126465,0.046772800385951996,99.993,
MS CORP CD 61768E2F9,4.95,Apr24'26,,,Apr 24 '24,1.75,Semi-Annual,100.410,4.695,1.683823585510254,0.02913503162562847,100.046,
MS CORP CD 61690DPM4,4.95,Apr24'26,,,Apr 24 '24,1.75,Semi-Annual,100.318,4.75,1.6837900876998901,0.029134292155504227,99.992,
DFS CORP CD 2546734C7,4.5,Apr27'26,,,Apr 26 '23,1.76,Semi-Annual,99.583,4.742,2.1526870727539062,0.04785137623548508,99.334,
MS CORP CD 61768ESR5,4.55,Apr27'26,,,Apr 27 '23,1.76,Semi-Annual,99.787,4.67,1.6972992420196533,0.02953614480793476,99.385,
MS CORP CD 61690U4Z0,4.55,Apr27'26,,,Apr 27 '23,1.76,Semi-Annual,99.787,4.67,1.6972883939743042,0.02953590266406536,99.334,
SBIIN CORP CD 856283T48,0.95,Apr29'26,,,Apr 29 '21,1.77,Semi-Annual,93.832,4.628,1.7537704706192017,0.030927695333957672,93.287,
MS CORP CD 61768E2U6,5.0,May01'26,,,May 01 '24,1.77,Semi-Annual,100.617,4.6281,1.7051159143447876,0.0298630241304636,100.081,
MS CORP CD 61690DQA9,5.0,May01'26,,,May 01 '24,1.77,Semi-Annual,100.334,4.792,1.7050716876983643,0.029862025752663612,100.170,
FBC CORP CD 33847GGN6,5.0,May01'26,,,May 02 '24,1.77,Semi-Annual,100.543,4.668,1.7078207731246948,0.02995574101805687,99.998,
COF CORP CD 14042RQZ7,3.0,May04'26,,,May 04 '22,1.78,Semi-Annual,97.139,4.6930000000000005,1.7403002977371216,0.030790213495492935,96.778,
C CORP CD 17312Q4U0,5.0,May04'26,,,May 03 '24,1.78,Semi-Annual,100.422,4.7410000000000005,,,100.178,
UBS CORP CD 90355GCZ7,4.6,May05'26,,,May 05 '23,1.78,Monthly,99.890,4.6651,1.7140029668807983,0.030188390985131264,99.453,
MS CORP CD 61690DQN1,5.0,May08'26,,,May 08 '24,1.79,Semi-Annual,100.466,4.7206,1.7242674827575684,0.030520103871822357,100.089,
FBC CORP CD 33847GGV8,5.0,May08'26,,,May 09 '24,1.79,Semi-Annual,100.552,4.667,1.727008581161499,0.030614688992500305,100.005,
COF CORP CD 14042RRB9,3.15,May11'26,,,May 11 '22,1.80,Semi-Annual,97.477,4.6240000000000006,1.7574083805084229,0.03141096606850624,97.020,
MS CORP CD 61768ETB9,4.65,May11'26,,,May 10 '23,1.80,Semi-Annual,99.857,4.7296000000000005,2.333980083465576,0.05727579817175865,99.502,
DFS CORP CD 2546734T0,4.55,May11'26,,,May 10 '23,1.80,Semi-Annual,99.700,4.718,2.433419942855835,0.06196159869432449,99.417,
MS CORP CD 61690U5U0,4.65,May11'26,,,May 10 '23,1.80,Semi-Annual,99.857,4.7296000000000005,2.336709976196289,0.057403601706027985,99.502,
MS CORP CD 61690UH78,3.15,May12'26,,,May 12 '22,1.80,Semi-Annual,97.220,4.774,1.7601029872894287,0.03150629252195358,96.969,
WFC CORP CD 949764NL4,5.0,May14'26,,,May 14 '24,1.81,Monthly,100.446,4.7410000000000005,1.7329702377319336,0.03090217150747776,100.202,
CM CORP CD 12547CBH0,4.6,May15'26,,,May 16 '23,1.81,Semi-Annual,100.000,4.6028,1.7514958381652832,0.03141140192747116,99.503,
MS CORP CD 61768E3R2,5.0,May15'26,,,May 15 '24,1.81,Semi-Annual,100.636,4.622,1.7435126304626465,0.031186699867248535,100.192,
MS CORP CD 61690U6E5,4.65,May18'26,,,May 17 '23,1.82,Semi-Annual,99.901,4.7,2.3340399265289307,0.057277798652648926,99.561,
MS CORP CD 61768ETT0,4.65,May18'26,,,May 17 '23,1.82,Semi-Annual,99.777,4.7755,2.3341400623321533,0.057280901819467545,99.597,
MS CORP CD 61768EJQ7,3.2,May19'26,,,May 19 '22,1.82,Semi-Annual,97.387,4.7128000000000005,1.778607726097107,0.03216835483908653,97.030,
MS CORP CD 61690UJ50,3.2,May19'26,,,May 19 '22,1.82,Semi-Annual,97.520,4.6345,1.7786281108856201,0.032168835401535034,97.030,
ALMABK CORP CD 020080CN5,4.5,May19'26,,,May 19 '23,1.82,Monthly,99.786,4.623,1.7538405656814575,0.03155408427119255,99.334,
WFC CORP CD 949764NU4,5.0,May21'26,,,May 21 '24,1.83,Monthly,100.457,4.738,1.7521611452102661,0.031570833176374435,100.213,
MS CORP CD 61768E3X9,5.05,May22'26,,,May 22 '24,1.83,Semi-Annual,100.710,4.636,1.7620255947113037,0.031842537224292755,100.190,
COF CORP CD 14042TGF8,3.15,May26'26,,,May 25 '22,1.84,Semi-Annual,97.418,4.6287,2.3861498832702637,0.0589601993560791,96.955,
MS CORP CD 61768EUB7,4.6,May26'26,,,May 24 '23,1.84,Semi-Annual,99.778,4.7237,2.23000431060791,0.05126744136214256,99.420,
MS CORP CD 61690U6K1,4.6,May26'26,,,May 24 '23,1.84,Semi-Annual,99.879,4.663,2.2300596237182617,0.05126909539103508,99.480,
MS CORP CD 61768EUN1,4.6,Jun01'26,,,May 31 '23,1.86,Semi-Annual,99.684,4.774,2.246453285217285,0.052003584802150726,99.520,
COF CORP CD 14042RRR4,3.15,Jun02'26,,,Jun 02 '22,1.86,Semi-Annual,97.400,4.6246,1.8149588108062744,0.03346666693687439,96.953,
GMATBK CORP CD 02007GSH7,3.1,Jun02'26,,,Jun 02 '22,1.86,Semi-Annual,97.400,4.5738,1.815672755241394,0.03348485380411148,96.897,
MS CORP CD 61690DSA7,5.05,Jun05'26,,,Jun 05 '24,1.87,Semi-Annual,100.678,4.66,1.7976654767990112,0.03311091661453247,100.285,
EAGSBK CORP CD 27004PEY5,5.05,Jun12'26,,,Jun 12 '24,1.89,Semi-Annual,100.689,4.658,1.8168061971664429,0.03380317613482475,100.079,
MS CORP CD 61768E5G4,5.1,Jun12'26,,,Jun 12 '24,1.89,Semi-Annual,100.778,4.658,1.8162076473236084,0.033787526190280914,100.390,
CRORVR CORP CD 227563CR2,4.7,Jun15'26,,,Jun 14 '23,1.89,Semi-Annual,100.067,4.657,2.2827346324920654,0.05367344245314598,99.691,
CM CORP CD 12547CBR8,4.65,Jun15'26,,,Jun 14 '23,1.89,Semi-Annual,99.882,4.7132000000000005,2.2837777137756348,0.05370766296982765,99.602,
FORBBK CORP CD 34520LBC6,5.05,Jun15'26,NoMD,NoMD,Jun 14 '24,1.89,Semi-Annual,NoMD,NoMD,NoMD,NoMD,NoMD,
FBC CORP CD 33847GJJ2,5.0,Jun26'26,,,Jun 27 '24,1.92,Semi-Annual,100.620,4.655,1.8585662841796875,0.03533114120364189,99.993,
UBS CORP CD 90355GEK8,4.7,Jun29'26,,,Jun 28 '23,1.93,Monthly,99.947,4.7285,1.9192299842834473,0.038041699677705765,99.646,
GMATBK CORP CD 02007GUJ0,3.35,Jun30'26,,,Jun 30 '22,1.94,Semi-Annual,97.319,4.8169,1.8888742923736572,0.036234501749277115,97.257,
BK CORP CD 05584CQ33,4.65,Jul02'26,,,Jul 03 '24,1.94,Semi-Annual,99.886,4.716600000000001,1.8823198080062866,0.036172378808259964,99.445,
MS CORP CD 61690DTM0,4.95,Jul06'26,,,Jul 03 '24,1.95,Semi-Annual,100.606,4.6197,2.3321456909179688,0.05602286756038666,99.902,
MS CORP CD 61768E6J7,4.95,Jul06'26,,,Jul 03 '24,1.95,Semi-Annual,100.552,4.648000000000001,2.332223415374756,0.05602536350488663,100.179,
MS CORP CD 61690DTQ1,4.8,Jul10'26,,,Jul 10 '24,1.96,Semi-Annual,100.184,4.699,1.8995658159255981,0.03684459626674652,99.838,
MS CORP CD 61768E6S7,4.8,Jul10'26,,,Jul 10 '24,1.96,Semi-Annual,100.333,4.619000000000001,1.8995531797409058,0.03684426099061966,99.626,
OPTUMB CORP CD 68405VCG2,4.75,Jul10'26,,,Jul 10 '24,1.96,Semi-Annual,100.400,4.5331,1.9002571105957031,0.03686365485191345,99.626,
FBC CORP CD 33847GJS2,4.85,Jul10'26,,,Jul 11 '24,1.96,Semi-Annual,100.363,4.6530000000000005,1.9016469717025757,0.036930523812770844,99.811,
BMW CORP CD 05612LAR3,4.7,Jul13'26,,,Jul 12 '24,1.97,Semi-Annual,100.090,4.65,,,99.532,
FFED CORP CD 910286GR8,4.8,Jul14'26,,,Jul 14 '23,1.97,Monthly,100.177,4.706,1.8882602453231812,0.036743540316820145,99.896,
HMNF CORP CD 43708WKE3,4.7,Jul14'26,NoMD,NoMD,Jul 14 '23,1.97,Semi-Annual,NoMD,NoMD,NoMD,NoMD,NoMD,
EAGSBK CORP CD 27004PFG3,4.7,Jul17'26,,,Jul 17 '24,1.98,Semi-Annual,100.100,4.646,1.9200546741485596,0.03761359676718712,99.531,
